date,year,profession,category,region,latitude,longitude,salary,demand,automation_level,verdict,trend
2026-04-07,2026,Финансовый аналитик,творческая,Республика Дагестан,42.5,47.5,136293,1000,0.15,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Карачаево-Черкесская Республика,43.8,41.8,150896,1000,0.188,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Кабардино-Балкарская Республика,43.5,43.6,153329,1000,0.188,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Республика Северная Осетия,43.0,44.7,155763,1000,0.188,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Республика Мордовия,54.4,45.2,158197,1000,0.226,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Республика Марий Эл,56.6,47.9,160631,1000,0.226,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Республика Калмыкия,46.3,44.3,163065,1000,0.188,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Республика Адыгея,44.6,40.1,165498,1000,0.226,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Смоленская область,54.8,32.0,170366,1000,0.301,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Брянская область,53.2,34.4,172800,1000,0.301,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Курская область,51.7,36.2,175234,1000,0.32,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Орловская область,52.9,36.1,177667,1000,0.301,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Тамбовская область,52.7,41.5,180101,1000,0.301,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Пензенская область,53.2,45.0,182535,1000,0.301,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Ульяновская область,54.3,48.4,184969,1000,0.32,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Кировская область,58.6,49.7,187403,1000,0.301,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Чувашская Республика,56.1,47.3,189836,1000,0.32,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Удмуртская Республика,56.9,53.2,192270,1000,0.338,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Волгоградская область,48.7,44.5,197138,1000,0.32,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Иркутская область,52.3,104.3,262850,1000,0.338,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Свердловская область,56.8,60.6,267718,1000,0.451,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Красноярский край,56.0,92.9,272586,1000,0.414,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Республика Адыгея,44.6,40.1,106573,1000,0.254,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Смоленская область,54.8,32.0,109707,1000,0.338,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Брянская область,53.2,34.4,111274,1000,0.338,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Курская область,51.7,36.2,112841,1000,0.36,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Орловская область,52.9,36.1,114409,1000,0.338,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Тамбовская область,52.7,41.5,115976,1000,0.338,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Пензенская область,53.2,45.0,117543,1000,0.338,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Ульяновская область,54.3,48.4,119110,1000,0.36,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Кировская область,58.6,49.7,120678,1000,0.338,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Чувашская Республика,56.1,47.3,122245,1000,0.36,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Удмуртская Республика,56.9,53.2,123812,1000,0.381,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Саратовская область,51.5,46.0,125379,1000,0.338,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Волгоградская область,48.7,44.5,126947,1000,0.36,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Белгородская область,50.6,36.6,128514,1000,0.381,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Воронежская область,51.7,39.2,130081,1000,0.381,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Липецкая область,52.6,39.6,131648,1000,0.402,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Калужская область,54.5,36.0,133216,1000,0.55,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Тульская область,54.2,37.6,134783,1000,0.508,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Ярославская область,57.6,39.9,136350,1000,0.381,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Республика Калмыкия,46.3,44.3,105005,1000,0.211,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Республика Марий Эл,56.6,47.9,103438,1000,0.254,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Республика Мордовия,54.4,45.2,101871,1000,0.254,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Республика Северная Осетия,43.0,44.7,100304,1000,0.211,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Республика Коми,61.7,50.8,279887,1000,0.301,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Архангельская область,64.5,40.5,296924,1000,0.32,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Тюменская область,57.1,65.5,304225,1000,0.357,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Московская область,55.5,37.5,311526,1000,0.489,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Санкт-Петербург,59.9,30.3,316394,1500,0.508,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Мурманская область,68.0,33.0,321262,1000,0.338,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Республика Саха (Якутия),62.0,129.0,328563,1000,0.263,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Ханты-Мансийский АО,61.0,69.0,335864,1000,0.301,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Камчатский край,53.0,158.0,347547,1000,0.244,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Краснодарский край,45.0,39.0,139485,1000,0.381,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Сахалинская область,50.0,142.0,365070,1000,0.263,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Магаданская область,59.5,150.8,371154,1000,0.226,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Москва,55.8,37.6,391842,1500,0.526,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Ямало-Ненецкий АО,66.5,76.5,421047,1000,0.244,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Чукотский АО,65.0,175.0,469723,1000,0.226,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Республика Ингушетия,43.2,44.9,75228,1000,0.169,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Чеченская Республика,43.3,45.7,81497,1000,0.169,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Республика Дагестан,42.5,47.5,87766,1000,0.169,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Карачаево-Черкесская Республика,43.8,41.8,97169,1000,0.211,трансформируется,growing
2026-04-07,2026,Маркетолог,творческая,Кабардино-Балкарская Республика,43.5,43.6,98736,1000,0.211,трансформируется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Ненецкий АО,67.6,52.9,367504,1000,0.226,трансформируется,growing
2026-04-07,2026,Учитель,творческая,Ямало-Ненецкий АО,66.5,76.5,220624,1000,0.122,останется,stable
2026-04-07,2026,Учитель,творческая,Чукотский АО,65.0,175.0,246130,1000,0.113,останется,stable
2026-04-07,2026,Врач,творческая,Республика Ингушетия,43.2,44.9,81418,1000,0.075,останется,growing
2026-04-07,2026,Хирург,творческая,Сахалинская область,50.0,142.0,216354,1000,0.099,останется,growing
2026-04-07,2026,Хирург,творческая,Ненецкий АО,67.6,52.9,217796,1000,0.085,останется,growing
2026-04-07,2026,Хирург,творческая,Магаданская область,59.5,150.8,219959,1000,0.085,останется,growing
2026-04-07,2026,Хирург,творческая,Москва,55.8,37.6,232219,1500,0.197,останется,growing
2026-04-07,2026,Хирург,творческая,Ямало-Ненецкий АО,66.5,76.5,249528,1000,0.092,останется,growing
2026-04-07,2026,Хирург,творческая,Чукотский АО,65.0,175.0,278375,1000,0.085,останется,growing
2026-04-07,2026,Электрик,физическая,Республика Ингушетия,43.2,44.9,78815,1000,0.038,останется,growing
2026-04-07,2026,Электрик,физическая,Чеченская Республика,43.3,45.7,85383,1000,0.038,останется,growing
2026-04-07,2026,Электрик,физическая,Республика Дагестан,42.5,47.5,91950,1000,0.038,останется,growing
2026-04-07,2026,Электрик,физическая,Карачаево-Черкесская Республика,43.8,41.8,101802,1000,0.047,останется,growing
2026-04-07,2026,Электрик,физическая,Кабардино-Балкарская Республика,43.5,43.6,103444,1000,0.047,останется,growing
2026-04-07,2026,Электрик,физическая,Республика Северная Осетия,43.0,44.7,105086,1000,0.047,останется,growing
2026-04-07,2026,Электрик,физическая,Республика Мордовия,54.4,45.2,106728,1000,0.056,останется,growing
2026-04-07,2026,Электрик,физическая,Республика Марий Эл,56.6,47.9,108370,1000,0.056,останется,growing
2026-04-07,2026,Электрик,физическая,Республика Калмыкия,46.3,44.3,110012,1000,0.047,останется,growing
2026-04-07,2026,Электрик,физическая,Республика Адыгея,44.6,40.1,111654,1000,0.056,останется,growing
2026-04-07,2026,Электрик,физическая,Смоленская область,54.8,32.0,114938,1000,0.075,останется,growing
2026-04-07,2026,Электрик,физическая,Брянская область,53.2,34.4,116580,1000,0.075,останется,growing
2026-04-07,2026,Электрик,физическая,Курская область,51.7,36.2,118222,1000,0.08,останется,growing
2026-04-07,2026,Хирург,творческая,Камчатский край,53.0,158.0,205969,1000,0.092,останется,growing
2026-04-07,2026,Электрик,физическая,Орловская область,52.9,36.1,119864,1000,0.075,останется,growing
2026-04-07,2026,Хирург,творческая,Ханты-Мансийский АО,61.0,69.0,199045,1000,0.113,останется,growing
2026-04-07,2026,Хирург,творческая,Мурманская область,68.0,33.0,190391,1000,0.127,останется,growing
2026-04-07,2026,Хирург,творческая,Кемеровская область,55.4,86.1,134139,1000,0.127,останется,growing
2026-04-07,2026,Хирург,творческая,Самарская область,53.2,50.2,135582,1000,0.162,останется,growing
2026-04-07,2026,Хирург,творческая,Новосибирская область,55.0,82.9,137024,1000,0.148,останется,growing
2026-04-07,2026,Хирург,творческая,Республика Карелия,61.8,34.3,144236,1000,0.113,останется,growing
2026-04-07,2026,Хирург,творческая,Приморский край,43.1,131.8,145678,1000,0.12,останется,growing
2026-04-07,2026,Хирург,творческая,Хабаровский край,48.5,135.1,147120,1000,0.12,останется,growing
2026-04-07,2026,Хирург,творческая,Пермский край,58.0,56.2,148563,1000,0.148,останется,growing
2026-04-07,2026,Хирург,творческая,Нижегородская область,56.3,44.0,150005,1000,0.169,останется,growing
2026-04-07,2026,Хирург,творческая,Ленинградская область,60.0,31.0,151448,1000,0.141,останется,growing
2026-04-07,2026,Хирург,творческая,Республика Татарстан,55.8,49.1,152890,1000,0.176,останется,growing
2026-04-07,2026,Хирург,творческая,Томская область,56.5,84.9,154332,1000,0.134,останется,growing
2026-04-07,2026,Хирург,творческая,Иркутская область,52.3,104.3,155775,1000,0.127,останется,growing
2026-04-07,2026,Хирург,творческая,Свердловская область,56.8,60.6,158659,1000,0.169,останется,growing
2026-04-07,2026,Хирург,творческая,Красноярский край,56.0,92.9,161544,1000,0.155,останется,growing
2026-04-07,2026,Хирург,творческая,Республика Коми,61.7,50.8,165871,1000,0.113,останется,growing
2026-04-07,2026,Хирург,творческая,Архангельская область,64.5,40.5,175968,1000,0.12,останется,growing
2026-04-07,2026,Хирург,творческая,Тюменская область,57.1,65.5,180295,1000,0.134,останется,growing
2026-04-07,2026,Хирург,творческая,Московская область,55.5,37.5,184622,1000,0.183,останется,growing
2026-04-07,2026,Хирург,творческая,Санкт-Петербург,59.9,30.3,187506,1500,0.19,останется,growing
2026-04-07,2026,Хирург,творческая,Республика Саха (Якутия),62.0,129.0,194718,1000,0.099,останется,growing
2026-04-07,2026,Электрик,физическая,Тамбовская область,52.7,41.5,121506,1000,0.075,останется,growing
2026-04-07,2026,Электрик,физическая,Пензенская область,53.2,45.0,123148,1000,0.075,останется,growing
2026-04-07,2026,Электрик,физическая,Ульяновская область,54.3,48.4,124790,1000,0.08,останется,growing
2026-04-07,2026,Электрик,физическая,Ленинградская область,60.0,31.0,172407,1000,0.094,останется,growing
2026-04-07,2026,Электрик,физическая,Республика Татарстан,55.8,49.1,174049,1000,0.117,останется,growing
2026-04-07,2026,Электрик,физическая,Томская область,56.5,84.9,175691,1000,0.089,останется,growing
2026-04-07,2026,Электрик,физическая,Иркутская область,52.3,104.3,177333,1000,0.085,останется,growing
2026-04-07,2026,Электрик,физическая,Свердловская область,56.8,60.6,180617,1000,0.113,останется,growing
2026-04-07,2026,Электрик,физическая,Красноярский край,56.0,92.9,183901,1000,0.103,останется,growing
2026-04-07,2026,Электрик,физическая,Республика Коми,61.7,50.8,188827,1000,0.075,останется,growing
2026-04-07,2026,Электрик,физическая,Архангельская область,64.5,40.5,200321,1000,0.08,останется,growing
2026-04-07,2026,Электрик,физическая,Тюменская область,57.1,65.5,205246,1000,0.089,останется,growing
2026-04-07,2026,Электрик,физическая,Московская область,55.5,37.5,210172,1000,0.122,останется,growing
2026-04-07,2026,Электрик,физическая,Санкт-Петербург,59.9,30.3,213456,1500,0.127,останется,growing
2026-04-07,2026,Электрик,физическая,Мурманская область,68.0,33.0,216740,1000,0.085,останется,growing
2026-04-07,2026,Электрик,физическая,Республика Саха (Якутия),62.0,129.0,221666,1000,0.066,останется,growing
2026-04-07,2026,Электрик,физическая,Ханты-Мансийский АО,61.0,69.0,226592,1000,0.075,останется,growing
2026-04-07,2026,Электрик,физическая,Камчатский край,53.0,158.0,234474,1000,0.061,останется,growing
2026-04-07,2026,Электрик,физическая,Сахалинская область,50.0,142.0,246296,1000,0.066,останется,growing
2026-04-07,2026,Электрик,физическая,Ненецкий АО,67.6,52.9,247938,1000,0.056,останется,growing
2026-04-07,2026,Электрик,физическая,Магаданская область,59.5,150.8,250401,1000,0.056,останется,growing
2026-04-07,2026,Электрик,физическая,Москва,55.8,37.6,264357,1500,0.132,останется,growing
2026-04-07,2026,Электрик,физическая,Нижегородская область,56.3,44.0,170765,1000,0.113,останется,growing
2026-04-07,2026,Электрик,физическая,Пермский край,58.0,56.2,169123,1000,0.099,останется,growing
2026-04-07,2026,Электрик,физическая,Хабаровский край,48.5,135.1,167481,1000,0.08,останется,growing
2026-04-07,2026,Электрик,физическая,Приморский край,43.1,131.8,165839,1000,0.08,останется,growing
2026-04-07,2026,Электрик,физическая,Кировская область,58.6,49.7,126432,1000,0.075,останется,growing
2026-04-07,2026,Электрик,физическая,Чувашская Республика,56.1,47.3,128074,1000,0.08,останется,growing
2026-04-07,2026,Электрик,физическая,Удмуртская Республика,56.9,53.2,129716,1000,0.085,останется,growing
2026-04-07,2026,Электрик,физическая,Саратовская область,51.5,46.0,131358,1000,0.075,останется,growing
2026-04-07,2026,Электрик,физическая,Волгоградская область,48.7,44.5,133000,1000,0.08,останется,growing
2026-04-07,2026,Электрик,физическая,Белгородская область,50.6,36.6,134642,1000,0.085,останется,growing
2026-04-07,2026,Электрик,физическая,Воронежская область,51.7,39.2,136284,1000,0.085,останется,growing
2026-04-07,2026,Электрик,физическая,Липецкая область,52.6,39.6,137926,1000,0.089,останется,growing
2026-04-07,2026,Электрик,физическая,Калужская область,54.5,36.0,139568,1000,0.122,останется,growing
2026-04-07,2026,Хирург,творческая,Челябинская область,55.2,61.4,132697,1000,0.162,останется,growing
2026-04-07,2026,Электрик,физическая,Тульская область,54.2,37.6,141210,1000,0.113,останется,growing
2026-04-07,2026,Электрик,физическая,Вологодская область,59.2,39.9,144493,1000,0.08,останется,growing
2026-04-07,2026,Электрик,физическая,Краснодарский край,45.0,39.0,146135,1000,0.085,останется,growing
2026-04-07,2026,Электрик,физическая,Ростовская область,47.2,39.7,147777,1000,0.085,останется,growing
2026-04-07,2026,Электрик,физическая,Омская область,54.9,73.4,149419,1000,0.085,останется,growing
2026-04-07,2026,Электрик,физическая,Челябинская область,55.2,61.4,151061,1000,0.108,останется,growing
2026-04-07,2026,Электрик,физическая,Кемеровская область,55.4,86.1,152703,1000,0.085,останется,growing
2026-04-07,2026,Электрик,физическая,Самарская область,53.2,50.2,154345,1000,0.108,останется,growing
2026-04-07,2026,Электрик,физическая,Новосибирская область,55.0,82.9,155987,1000,0.099,останется,growing
2026-04-07,2026,Электрик,физическая,Республика Карелия,61.8,34.3,164197,1000,0.075,останется,growing
2026-04-07,2026,Электрик,физическая,Ярославская область,57.6,39.9,142852,1000,0.085,останется,growing
2026-04-07,2026,Хирург,творческая,Омская область,54.9,73.4,131254,1000,0.127,останется,growing
2026-04-07,2026,Хирург,творческая,Ростовская область,47.2,39.7,129812,1000,0.127,останется,growing
2026-04-07,2026,Хирург,творческая,Краснодарский край,45.0,39.0,128370,1000,0.127,останется,growing
2026-04-07,2026,Врач,творческая,Калужская область,54.5,36.0,144178,1000,0.244,останется,growing
2026-04-07,2026,Врач,творческая,Тульская область,54.2,37.6,145874,1000,0.226,останется,growing
2026-04-07,2026,Врач,творческая,Ярославская область,57.6,39.9,147571,1000,0.169,останется,growing
2026-04-07,2026,Врач,творческая,Вологодская область,59.2,39.9,149267,1000,0.16,останется,growing
2026-04-07,2026,Врач,творческая,Краснодарский край,45.0,39.0,150963,1000,0.169,останется,growing
2026-04-07,2026,Врач,творческая,Ростовская область,47.2,39.7,152659,1000,0.169,останется,growing
2026-04-07,2026,Врач,творческая,Омская область,54.9,73.4,154356,1000,0.169,останется,growing
2026-04-07,2026,Врач,творческая,Челябинская область,55.2,61.4,156052,1000,0.216,останется,growing
2026-04-07,2026,Врач,творческая,Кемеровская область,55.4,86.1,157748,1000,0.169,останется,growing
2026-04-07,2026,Врач,творческая,Самарская область,53.2,50.2,159444,1000,0.216,останется,growing
2026-04-07,2026,Врач,творческая,Новосибирская область,55.0,82.9,161140,1000,0.197,останется,growing
2026-04-07,2026,Врач,творческая,Республика Карелия,61.8,34.3,169621,1000,0.15,останется,growing
2026-04-07,2026,Врач,творческая,Приморский край,43.1,131.8,171318,1000,0.16,останется,growing
2026-04-07,2026,Врач,творческая,Хабаровский край,48.5,135.1,173014,1000,0.16,останется,growing
2026-04-07,2026,Врач,творческая,Пермский край,58.0,56.2,174710,1000,0.197,останется,growing
2026-04-07,2026,Врач,творческая,Нижегородская область,56.3,44.0,176406,1000,0.226,останется,growing
2026-04-07,2026,Врач,творческая,Ленинградская область,60.0,31.0,178102,1000,0.188,останется,growing
2026-04-07,2026,Врач,творческая,Республика Татарстан,55.8,49.1,179799,1000,0.235,останется,growing
2026-04-07,2026,Врач,творческая,Томская область,56.5,84.9,181495,1000,0.179,останется,growing
2026-04-07,2026,Врач,творческая,Липецкая область,52.6,39.6,142482,1000,0.179,останется,growing
2026-04-07,2026,Врач,творческая,Воронежская область,51.7,39.2,140786,1000,0.169,останется,growing
2026-04-07,2026,Врач,творческая,Белгородская область,50.6,36.6,139090,1000,0.169,останется,growing
2026-04-07,2026,Врач,творческая,Волгоградская область,48.7,44.5,137393,1000,0.16,останется,growing
2026-04-07,2026,Врач,творческая,Чеченская Республика,43.3,45.7,88203,1000,0.075,останется,growing
2026-04-07,2026,Врач,творческая,Республика Дагестан,42.5,47.5,94988,1000,0.075,останется,growing
2026-04-07,2026,Врач,творческая,Карачаево-Черкесская Республика,43.8,41.8,105165,1000,0.094,останется,growing
2026-04-07,2026,Врач,творческая,Кабардино-Балкарская Республика,43.5,43.6,106862,1000,0.094,останется,growing
2026-04-07,2026,Врач,творческая,Республика Северная Осетия,43.0,44.7,108558,1000,0.094,останется,growing
2026-04-07,2026,Врач,творческая,Республика Мордовия,54.4,45.2,110254,1000,0.113,останется,growing
2026-04-07,2026,Врач,творческая,Республика Марий Эл,56.6,47.9,111950,1000,0.113,останется,growing
2026-04-07,2026,Врач,творческая,Республика Калмыкия,46.3,44.3,113646,1000,0.094,останется,growing
2026-04-07,2026,Врач,творческая,Республика Адыгея,44.6,40.1,115343,1000,0.113,останется,growing
2026-04-07,2026,Врач,творческая,Иркутская область,52.3,104.3,183191,1000,0.169,останется,growing
2026-04-07,2026,Врач,творческая,Смоленская область,54.8,32.0,118735,1000,0.15,останется,growing
2026-04-07,2026,Врач,творческая,Курская область,51.7,36.2,122127,1000,0.16,останется,growing
2026-04-07,2026,Врач,творческая,Орловская область,52.9,36.1,123824,1000,0.15,останется,growing
2026-04-07,2026,Врач,творческая,Тамбовская область,52.7,41.5,125520,1000,0.15,останется,growing
2026-04-07,2026,Врач,творческая,Пензенская область,53.2,45.0,127216,1000,0.15,останется,growing
2026-04-07,2026,Врач,творческая,Ульяновская область,54.3,48.4,128912,1000,0.16,останется,growing
2026-04-07,2026,Врач,творческая,Кировская область,58.6,49.7,130609,1000,0.15,останется,growing
2026-04-07,2026,Врач,творческая,Чувашская Республика,56.1,47.3,132305,1000,0.16,останется,growing
2026-04-07,2026,Врач,творческая,Удмуртская Республика,56.9,53.2,134001,1000,0.169,останется,growing
2026-04-07,2026,Врач,творческая,Саратовская область,51.5,46.0,135697,1000,0.15,останется,growing
2026-04-07,2026,Врач,творческая,Брянская область,53.2,34.4,120431,1000,0.15,останется,growing
2026-04-07,2026,DevOps-инженер,it,Ямало-Ненецкий АО,66.5,76.5,435043,1000,0.183,останется,growing
2026-04-07,2026,Врач,творческая,Свердловская область,56.8,60.6,186584,1000,0.226,останется,growing
2026-04-07,2026,Врач,творческая,Республика Коми,61.7,50.8,195065,1000,0.15,останется,growing
2026-04-07,2026,Хирург,творческая,Смоленская область,54.8,32.0,100965,1000,0.113,останется,growing
2026-04-07,2026,Хирург,творческая,Брянская область,53.2,34.4,102407,1000,0.113,останется,growing
2026-04-07,2026,Хирург,творческая,Курская область,51.7,36.2,103850,1000,0.12,останется,growing
2026-04-07,2026,Хирург,творческая,Орловская область,52.9,36.1,105292,1000,0.113,останется,growing
2026-04-07,2026,Хирург,творческая,Тамбовская область,52.7,41.5,106734,1000,0.113,останется,growing
2026-04-07,2026,Хирург,творческая,Пензенская область,53.2,45.0,108177,1000,0.113,останется,growing
2026-04-07,2026,Хирург,творческая,Ульяновская область,54.3,48.4,109619,1000,0.12,останется,growing
2026-04-07,2026,Хирург,творческая,Кировская область,58.6,49.7,111062,1000,0.113,останется,growing
2026-04-07,2026,Хирург,творческая,Чувашская Республика,56.1,47.3,112504,1000,0.12,останется,growing
2026-04-07,2026,Хирург,творческая,Удмуртская Республика,56.9,53.2,113946,1000,0.127,останется,growing
2026-04-07,2026,Хирург,творческая,Саратовская область,51.5,46.0,115389,1000,0.113,останется,growing
2026-04-07,2026,Хирург,творческая,Волгоградская область,48.7,44.5,116831,1000,0.12,останется,growing
2026-04-07,2026,Хирург,творческая,Белгородская область,50.6,36.6,118273,1000,0.127,останется,growing
2026-04-07,2026,Хирург,творческая,Воронежская область,51.7,39.2,119716,1000,0.127,останется,growing
2026-04-07,2026,Хирург,творческая,Липецкая область,52.6,39.6,121158,1000,0.134,останется,growing
2026-04-07,2026,Хирург,творческая,Калужская область,54.5,36.0,122600,1000,0.183,останется,growing
2026-04-07,2026,Хирург,творческая,Тульская область,54.2,37.6,124043,1000,0.169,останется,growing
2026-04-07,2026,Хирург,творческая,Ярославская область,57.6,39.9,125485,1000,0.127,останется,growing
2026-04-07,2026,Хирург,творческая,Вологодская область,59.2,39.9,126927,1000,0.12,останется,growing
2026-04-07,2026,Хирург,творческая,Республика Адыгея,44.6,40.1,98080,1000,0.085,останется,growing
2026-04-07,2026,Хирург,творческая,Республика Калмыкия,46.3,44.3,96638,1000,0.07,останется,growing
2026-04-07,2026,Хирург,творческая,Республика Марий Эл,56.6,47.9,95196,1000,0.085,останется,growing
2026-04-07,2026,Хирург,творческая,Республика Мордовия,54.4,45.2,93753,1000,0.085,останется,growing
2026-04-07,2026,Врач,творческая,Архангельская область,64.5,40.5,206938,1000,0.16,останется,growing
2026-04-07,2026,Врач,творческая,Тюменская область,57.1,65.5,212027,1000,0.179,останется,growing
2026-04-07,2026,Врач,творческая,Московская область,55.5,37.5,217115,1000,0.244,останется,growing
2026-04-07,2026,Врач,творческая,Санкт-Петербург,59.9,30.3,220508,1500,0.254,останется,growing
2026-04-07,2026,Врач,творческая,Мурманская область,68.0,33.0,223900,1000,0.169,останется,growing
2026-04-07,2026,Врач,творческая,Республика Саха (Якутия),62.0,129.0,228989,1000,0.132,останется,growing
2026-04-07,2026,Врач,творческая,Ханты-Мансийский АО,61.0,69.0,234078,1000,0.15,останется,growing
2026-04-07,2026,Врач,творческая,Камчатский край,53.0,158.0,242219,1000,0.122,останется,growing
2026-04-07,2026,Врач,творческая,Сахалинская область,50.0,142.0,254432,1000,0.132,останется,growing
2026-04-07,2026,Врач,творческая,Красноярский край,56.0,92.9,189976,1000,0.207,останется,growing
2026-04-07,2026,Врач,творческая,Ненецкий АО,67.6,52.9,256128,1000,0.113,останется,growing
2026-04-07,2026,Врач,творческая,Москва,55.8,37.6,273090,1500,0.263,останется,growing
2026-04-07,2026,Врач,творческая,Ямало-Ненецкий АО,66.5,76.5,293445,1000,0.122,останется,growing
2026-04-07,2026,Врач,творческая,Чукотский АО,65.0,175.0,327369,1000,0.113,останется,growing
2026-04-07,2026,Хирург,творческая,Республика Ингушетия,43.2,44.9,69233,1000,0.056,останется,growing
2026-04-07,2026,Хирург,творческая,Чеченская Республика,43.3,45.7,75003,1000,0.056,останется,growing
2026-04-07,2026,Хирург,творческая,Республика Дагестан,42.5,47.5,80772,1000,0.056,останется,growing
2026-04-07,2026,Хирург,творческая,Карачаево-Черкесская Республика,43.8,41.8,89426,1000,0.07,останется,growing
2026-04-07,2026,Хирург,творческая,Кабардино-Балкарская Республика,43.5,43.6,90868,1000,0.07,останется,growing
2026-04-07,2026,Хирург,творческая,Республика Северная Осетия,43.0,44.7,92311,1000,0.07,останется,growing
2026-04-07,2026,Врач,творческая,Магаданская область,59.5,150.8,258673,1000,0.113,останется,growing
2026-04-07,2026,DevOps-инженер,it,Чукотский АО,65.0,175.0,485337,1000,0.169,останется,growing
2026-04-07,2026,Финансовый аналитик,творческая,Республика Ингушетия,43.2,44.9,116822,1000,0.15,трансформируется,growing
2026-04-07,2026,Data Scientist,it,Чеченская Республика,43.3,45.7,137237,1000,0.113,останется,growing
2026-04-07,2026,Junior-разработчик,it,Ненецкий АО,67.6,52.9,189115,1000,0.395,под угрозой,declining
2026-04-07,2026,Junior-разработчик,it,Магаданская область,59.5,150.8,190993,1000,0.395,под угрозой,declining
2026-04-07,2026,Junior-разработчик,it,Москва,55.8,37.6,201639,1500,0.921,под угрозой,declining
2026-04-07,2026,Junior-разработчик,it,Ямало-Ненецкий АО,66.5,76.5,216668,1000,0.428,под угрозой,declining
2026-04-07,2026,Junior-разработчик,it,Чукотский АО,65.0,175.0,241716,1000,0.395,под угрозой,declining
2026-04-07,2026,Телемаркетолог,рутинная,Республика Ингушетия,43.2,44.9,43718,1000,0.301,вымрет,declining
2026-04-07,2026,Телемаркетолог,рутинная,Чеченская Республика,43.3,45.7,47362,1000,0.301,вымрет,declining
2026-04-07,2026,Телемаркетолог,рутинная,Республика Дагестан,42.5,47.5,51005,1000,0.301,вымрет,declining
